Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
IMX 	2022-03-29 01:45:43 	2022-03-29 01:46:39 	38.0 \ 38.0 	2.60150000 	2.61790000 	4.94482714 	5.48869229 	0.54 	11.0% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.28 	-0.03 	-0.46 	-2.19 	0.18 	0.28 	0.82 	4.37 	18.89 	8.59 	5.61 	5.04 	2.15 	0.87 	0.11 	0 	0.91 	9.5 m 	207.7 m
IMX 	2022-03-29 01:45:41 	2022-03-29 01:46:39 	38.0 \ 38.0 	2.60260000 	2.61900000 	4.94691798 	5.49074969 	0.54 	11.0% 	(strategy <d150s1.2 M->) 	Sell Price 	-0.28 	-0.03 	-0.46 	-2.19 	0.25 	0.28 	0.82 	4.37 	18.89 	8.59 	5.61 	5.04 	2.23 	0.8 	0.11 	0 	0.95 	9.5 m 	207.7 m
IMX 	2022-03-29 01:45:40 	2022-03-29 01:46:39 	38.0 \ 38.0 	2.60410000 	2.62050000 	4.94976912 	5.49355523 	0.54 	11.0% 	(strategy <d120s1.2 M->) 	Sell Price 	-0.25 	-0.01 	-0.42 	-2.19 	0.27 	0.28 	0.82 	4.37 	18.89 	8.59 	5.61 	5.04 	2.32 	0.8 	0.11 	0 	0.96 	9.5 m 	207.7 m
IMX 	2022-03-29 01:45:28 	2022-03-29 01:46:39 	38.0 \ 38.0 	2.60950000 	2.62330000 	4.96003322 	5.40489469 	0.44 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.29 	-0.04 	-0.51 	-2.17 	0.28 	0.28 	0.77 	4.43 	18.89 	8.59 	5.61 	5.04 	2.37 	1.06 	0.11 	0 	0.92 	9.5 m 	207.7 m
IMX 	2022-03-29 01:45:26 	2022-03-29 01:46:39 	38.0 \ 38.0 	2.60990000 	2.62370000 	4.96079352 	5.40564284 	0.44 	9.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.3 	-0.05 	-0.51 	-2.17 	0.18 	0.28 	0.77 	4.43 	18.89 	8.59 	5.61 	5.04 	2.37 	1.12 	0.1 	0 	0.92 	9.5 m 	207.7 m
IMX 	2022-03-29 01:45:24 	2022-03-29 01:46:39 	38.0 \ 38.0 	2.61050000 	2.62430000 	4.96193398 	5.40676505 	0.44 	9.0% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.27 	-0.02 	-0.47 	-2.14 	0.24 	0.28 	0.77 	4.43 	18.89 	8.59 	5.61 	5.04 	2.37 	1.19 	0.09 	0 	0.92 	9.5 m 	207.7 m
KNC 	2022-03-29 01:44:49 	2022-03-29 01:45:24 	14.0 \ 14.0 	3.51200000 	3.53700000 	2.45938336 	2.76990898 	0.31 	12.6% 	(strategy <d120s1.5 M->) 	Sell Price 	-0.23 	0.02 	-0.4 	-2.1 	0.61 	0.28 	4.61 	1.35 	10.67 	6.83 	6.04 	5.29 	3.43 	1.25 	0.06 	0.01 	5.91 	17.0 m 	110.3 m
IMX 	2022-03-29 01:44:45 	2022-03-29 01:44:55 	38.0 \ 38.0 	2.60430000 	2.61940000 	4.95014927 	5.44454906 	0.49 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.19 	0.06 	-0.4 	-2.1 	0.1 	0.28 	0.72 	4.47 	18.89 	8.59 	5.61 	5.04 	2.37 	1.37 	0.05 	0 	1.77 	9.5 m 	207.7 m
GMT 	2022-03-29 01:44:45 	2022-03-29 01:45:12 	45.0 \ 45.0 	1.11718000 	1.12500000 	2.51466046 	2.82620124 	0.31 	12.4% 	(strategy <d180s1.5 M->) 	Sell Price 	-0.19 	0.06 	-0.4 	-2.1 	0.21 	0.28 	9.52 	1.29 	49.56 	12 	11.42 	7.65 	1.96 	0.81 	0.05 	0 	0.62 	119.5 m 	2409.8 m
KNC 	2022-03-29 01:44:18 	2022-03-29 01:44:29 	28.0 \ 28.0 	3.51400000 	3.53600000 	4.92156784 	5.45860787 	0.54 	10.9% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.17 	0.08 	-0.37 	-2.07 	1.16 	0.28 	4.52 	1.44 	10.67 	6.83 	6.04 	5.29 	3.6 	1.48 	0.1 	0 	8.97 	17.0 m 	110.3 m
KNC 	2022-03-29 01:44:15 	2022-03-29 01:45:24 	28.0 \ 28.0 	3.52000000 	3.53900000 	4.92997120 	5.38291043 	0.45 	9.2% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.17 	0.08 	-0.37 	-2.07 	0.94 	0.28 	4.52 	1.44 	10.67 	6.83 	6.04 	5.29 	3.6 	1.34 	0.1 	0 	9.37 	17.0 m 	110.3 m
KNC 	2022-03-29 01:44:11 	2022-03-29 01:45:24 	28.0 \ 28.0 	3.52100000 	3.54000000 	4.93137176 	5.38428859 	0.45 	9.2% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.19 	0.06 	-0.38 	-2.08 	0.31 	0.28 	4.48 	1.47 	10.67 	6.83 	6.04 	5.29 	3.6 	1.34 	0.1 	0 	10.59 	17.0 m 	110.3 m
KNC 	2022-03-29 01:44:11 	2022-03-29 01:45:24 	28.0 \ 28.0 	3.52100000 	3.53900000 	4.93137176 	5.35629979 	0.42 	8.6% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.18 	0.07 	-0.38 	-2.08 	1.14 	0.28 	4.48 	1.47 	10.67 	6.83 	6.04 	5.29 	3.6 	1.34 	0.1 	0 	10.59 	17.0 m 	110.3 m
KNC 	2022-03-29 01:44:11 	2022-03-29 01:45:24 	28.0 \ 28.0 	3.52100000 	3.53900000 	4.93137176 	5.35629979 	0.42 	8.6% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.19 	0.06 	-0.38 	-2.08 	0.84 	0.28 	4.48 	1.47 	10.67 	6.83 	6.04 	5.29 	3.6 	1.34 	0.1 	0 	10.59 	17.0 m 	110.3 m
KNC 	2022-03-29 01:44:03 	2022-03-29 01:45:24 	28.0 \ 28.0 	3.52100000 	3.53900000 	4.93137176 	5.35629979 	0.42 	8.6% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.19 	0.06 	-0.38 	-2.08 	0.36 	0.28 	4.48 	1.47 	10.67 	6.83 	6.04 	5.29 	3.6 	1.34 	0.1 	0 	10.82 	17.0 m 	110.3 m
GMT 	2022-03-29 01:43:59 	2022-03-29 01:45:14 	89.0 \ 89.0 	1.12083000 	1.12687000 	4.98968858 	5.44723049 	0.46 	9.2% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.2 	0.05 	-0.38 	-2.09 	0.58 	0.28 	9.32 	1.47 	43.6 	10.99 	10.96 	7.65 	4.26 	0.84 	0.1 	0 	0.94 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:55 	2022-03-29 01:45:15 	89.0 \ 89.0 	1.12145000 	1.12750000 	4.99244868 	5.45083609 	0.46 	9.2% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.2 	0.05 	-0.43 	-2.1 	0.56 	0.28 	9.32 	1.47 	43.6 	10.99 	10.96 	7.65 	4.33 	0.84 	0.1 	0 	0.94 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:53 	2022-03-29 01:45:15 	89.0 \ 89.0 	1.12170000 	1.12775000 	4.99356163 	5.45193124 	0.46 	9.2% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.22 	0.04 	-0.43 	-2.1 	0.59 	0.28 	9.32 	1.47 	43.6 	10.99 	10.96 	7.65 	4.49 	0.84 	0.1 	0 	0.94 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:07 	2022-03-29 01:43:23 	89.0 \ 89.0 	1.11940000 	1.12645000 	4.98332253 	5.53082030 	0.55 	11.0% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.14 	0.12 	-0.31 	-2.06 	0.72 	0.27 	10.17 	0.71 	43.6 	10.99 	10.96 	7.65 	5.36 	0.98 	0.13 	0 	1.09 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:06 	2022-03-29 01:43:30 	89.0 \ 89.0 	1.11997000 	1.12703000 	4.98586005 	5.53420688 	0.55 	11.0% 	(strategy <d150s1.2 M->) 	Sell Price 	-0.13 	0.12 	-0.35 	-2.08 	1.04 	0.27 	10.21 	0.67 	43.6 	10.99 	10.96 	7.65 	5.36 	0.98 	0.13 	0 	1.11 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:03 	2022-03-29 01:43:30 	89.0 \ 89.0 	1.11997000 	1.12703000 	4.98586005 	5.53420688 	0.55 	11.0% 	(strategy <d120s1.2 M->) 	Sell Price 	-0.17 	0.09 	-0.35 	-2.08 	0.2 	0.24 	10.21 	0.67 	43.6 	10.99 	10.96 	7.76 	5.36 	1.03 	0.09 	0 	1.11 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:01 	2022-03-29 01:45:16 	89.0 \ 89.0 	1.12373000 	1.12912000 	5.00259874 	5.40210731 	0.4 	8.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.21 	0.05 	-0.52 	-2.2 	1.48 	0.22 	10.32 	0.58 	43.6 	10.99 	10.96 	7.91 	5.36 	1.39 	0.07 	0 	0.88 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:01 	2022-03-29 01:45:16 	89.0 \ 89.0 	1.12373000 	1.12912000 	5.00259874 	5.40210731 	0.4 	8.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.18 	0.08 	-0.39 	-2.13 	0.49 	0.23 	10.21 	0.67 	43.6 	10.99 	10.96 	7.76 	5.36 	0.99 	0.08 	0 	0.88 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:43:00 	2022-03-29 01:45:16 	89.0 \ 89.0 	1.12373000 	1.12912000 	5.00259874 	5.40210731 	0.4 	8.0% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.21 	0.05 	-0.52 	-2.2 	0.29 	0.22 	10.32 	0.58 	43.6 	10.99 	10.96 	7.91 	5.36 	1.39 	0.07 	0 	0.91 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:41:10 	2022-03-29 01:41:19 	89.0 \ 89.0 	1.11787000 	1.12491000 	4.97651131 	5.52322837 	0.55 	11.0% 	(strategy <d120s1.2 M->) 	Sell Price 	-0.32 	0.02 	-0.68 	-2.31 	0.45 	0.22 	10.09 	0.43 	43.6 	10.57 	10.57 	7.75 	5.12 	1.33 	0.09 	0 	1.45 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:41:06 	2022-03-29 01:41:22 	89.0 \ 89.0 	1.11955000 	1.12604000 	4.98399030 	5.48165733 	0.5 	10.0% 	(strategy <d180s1 M->) 	Sell Price 	-0.32 	0.03 	-0.66 	-2.27 	1.05 	0.23 	9.95 	0.57 	43.6 	10.57 	10.57 	7.76 	5.3 	1.48 	0.09 	0 	1.69 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:41:06 	2022-03-29 01:41:22 	89.0 \ 89.0 	1.11955000 	1.12604000 	4.98399030 	5.48165733 	0.5 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.32 	0.03 	-0.66 	-2.27 	0.99 	0.23 	9.95 	0.57 	43.6 	10.57 	10.57 	7.76 	5.3 	1.51 	0.09 	0 	1.69 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:40:42 	2022-03-29 01:41:22 	89.0 \ 89.0 	1.11955000 	1.12604000 	4.98399030 	5.48165733 	0.5 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.32 	0.03 	-0.65 	-2.28 	0.81 	0.23 	9.95 	0.57 	43.6 	10.57 	10.57 	7.76 	5.52 	1.54 	0.09 	0 	1.92 	62.8 m 	2346.8 m
VET 	2022-03-29 01:37:40 	2022-03-29 01:39:11 	1394.0 \ 1394.0 	0.07172000 	0.07210000 	5.00088355 	5.45040955 	0.45 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.49 	-0.12 	-0.95 	-2.45 	0.21 	0.4 	0.28 	3.12 	14.49 	6.05 	3.55 	1.4 	1.36 	0.73 	0.07 	0 	1.48 	15.0 m 	668.0 m
APE 	2022-03-29 01:37:30 	2022-03-29 01:38:53 	7.0 \ 7.0 	14.23000000 	14.30600000 	4.98249220 	5.43459143 	0.45 	9.1% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.47 	-0.1 	-0.91 	-2.44 	0.17 	0.41 	0 	4.19 	10.93 	6.74 	4.51 	1.3 	1.13 	0.63 	0.08 	0 	0.56 	46.1 m 	1074.4 m
SRM 	2022-03-29 01:37:27 	2022-03-29 01:38:52 	29.0 \ 29.0 	3.39500000 	3.41300000 	4.92471910 	5.36774633 	0.44 	9.0% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.47 	-0.09 	-0.91 	-2.35 	1.5 	0.46 	5.07 	0.33 	15.75 	8.88 	5.79 	3.05 	1.71 	0.74 	0.06 	0.01 	2.14 	23.8 m 	153.9 m
GMT 	2022-03-29 01:37:20 	2022-03-29 01:37:35 	93.0 \ 93.0 	1.07893000 	1.08519000 	5.01903131 	5.52070608 	0.5 	10.0% 	(strategy <d180s1 M->) 	Sell Price 	-0.47 	-0.1 	-0.92 	-2.45 	0.5 	0.42 	5.97 	0.53 	43.6 	6.58 	6.53 	3.95 	3.15 	1.24 	0.08 	0 	0.8 	62.8 m 	2346.8 m
SRM 	2022-03-29 01:37:19 	2022-03-29 01:39:34 	29.0 \ 29.0 	3.40400000 	3.42000000 	4.93777432 	5.32261595 	0.38 	7.8% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.47 	-0.09 	-0.87 	-2.41 	0.9 	0.45 	5.07 	0.33 	15.75 	8.88 	5.79 	3.05 	1.71 	0.74 	0.06 	0 	1.68 	23.8 m 	153.9 m
SRM 	2022-03-29 01:37:19 	2022-03-29 01:39:34 	29.0 \ 29.0 	3.40400000 	3.42000000 	4.93777432 	5.32261595 	0.38 	7.8% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.48 	-0.1 	-0.86 	-2.4 	0.75 	0.44 	5.03 	0.36 	15.75 	8.88 	5.79 	3.05 	1.71 	0.74 	0.06 	0 	1.68 	23.8 m 	153.9 m
SRM 	2022-03-29 01:37:19 	2022-03-29 01:39:34 	29.0 \ 29.0 	3.40400000 	3.41900000 	4.93777432 	5.29362755 	0.36 	7.2% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.49 	-0.12 	-0.92 	-2.41 	0.88 	0.43 	5.03 	0.36 	15.75 	8.88 	5.79 	3.05 	1.71 	0.74 	0.06 	0 	1.68 	23.8 m 	153.9 m
GMT 	2022-03-29 01:37:18 	2022-03-29 01:37:35 	93.0 \ 93.0 	1.07893000 	1.08519000 	5.01903131 	5.52070608 	0.5 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.48 	-0.11 	-0.98 	-2.45 	0.43 	0.42 	6.17 	0.34 	43.6 	6.58 	6.53 	3.95 	3.16 	1.24 	0.08 	0 	0.82 	62.8 m 	2346.8 m
GMT 	2022-03-29 01:37:16 	2022-03-29 01:37:36 	93.0 \ 93.0 	1.07907000 	1.08533000 	5.01968257 	5.52134692 	0.5 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.49 	-0.12 	-0.98 	-2.45 	0.28 	0.42 	6.17 	0.34 	43.6 	6.58 	6.53 	3.95 	3.16 	1.22 	0.08 	0 	0.84 	62.8 m 	2346.8 m
KNC 	2022-03-29 01:36:42 	2022-03-29 01:38:01 	29.0 \ 29.0 	3.43600000 	3.45400000 	4.98419288 	5.42626891 	0.44 	8.9% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.47 	-0.09 	-0.91 	-2.35 	0.49 	0.46 	1.62 	1.64 	10.67 	6.83 	3.55 	3.1 	2.66 	0.73 	0.06 	0 	1.36 	17.5 m 	107.8 m
ZIL 	2022-03-29 01:36:41 	2022-03-29 01:38:09 	1009.0 \ 1009.0 	0.09907000 	0.09960000 	5.00008073 	5.45466755 	0.45 	9.1% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.47 	-0.09 	-0.91 	-2.35 	0.28 	0.46 	0.26 	6.33 	22.38 	13.69 	7.01 	2.21 	1.64 	0.57 	0.06 	0 	0.8 	85.5 m 	1735.7 m
KNC 	2022-03-29 01:36:39 	2022-03-29 01:38:01 	29.0 \ 29.0 	3.43600000 	3.45400000 	4.98419288 	5.42626891 	0.44 	8.9% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.45 	-0.07 	-0.83 	-2.34 	0.36 	0.46 	1.62 	1.64 	10.67 	6.83 	3.55 	3.1 	2.66 	0.7 	0.06 	0 	1.17 	17.5 m 	107.8 m
ZIL 	2022-03-29 01:35:56 	2022-03-29 01:38:09 	1008.0 \ 1008.0 	0.09916000 	0.09960000 	4.99966306 	5.36304307 	0.36 	7.3% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.48 	-0.09 	-0.91 	-2.33 	0.58 	0.47 	0.2 	6.3 	22.27 	13.59 	7 	2.11 	1.9 	0.93 	0.12 	0 	0.68 	76.0 m 	1736.0 m
ZIL 	2022-03-29 01:35:54 	2022-03-29 01:38:09 	1008.0 \ 1008.0 	0.09916000 	0.09960000 	4.99966306 	5.36304307 	0.36 	7.3% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.48 	-0.09 	-0.91 	-2.33 	0.51 	0.47 	0.2 	6.3 	22.27 	13.59 	7 	2.11 	2.04 	0.94 	0.13 	0 	0.66 	76.0 m 	1736.0 m
WAVES 	2022-03-29 01:35:51 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.85600000 	5.01381973 	5.56587772 	0.55 	11.0% 	(strategy <d120s1.2 M->) 	Sell Price 	-0.46 	-0.07 	-0.8 	-2.2 	0.66 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.11 	0 	2.15 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.83400000 	5.01381973 	5.51529796 	0.5 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.41 	-0.02 	-0.67 	-2.17 	2.14 	0.47 	7.83 	0 	36.05 	13.51 	7.83 	7.01 	6.72 	1.54 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.85600000 	5.01381973 	5.56587772 	0.55 	11.0% 	(strategy <d150s1.2 M->) 	Sell Price 	-0.47 	-0.08 	-0.8 	-2.2 	0.68 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.13 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.97300000 	5.01381973 	5.83487008 	0.82 	16.4% 	(strategy <d120s2 M->) 	Sell Price 	-0.42 	-0.03 	-0.74 	-2.18 	0.85 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.31 	0.11 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.83400000 	5.01381973 	5.51529796 	0.5 	10.0% 	(strategy <d180s1 M->) 	Sell Price 	-0.48 	-0.09 	-0.81 	-2.26 	2.33 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.13 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.83400000 	5.01381973 	5.51529796 	0.5 	10.0% 	(strategy <d150s1 M->) 	Sell Price 	-0.41 	-0.02 	-0.67 	-2.17 	0.75 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.54 	0.11 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	1.1 \ 1.1 	43.58100000 	43.88600000 	2.39791378 	2.69492832 	0.3 	12.4% 	(strategy <d120s1.5 M->) 	Sell Price 	-0.47 	-0.08 	-0.85 	-2.24 	1.63 	0.47 	7.83 	0 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	1.1 \ 1.1 	43.58100000 	43.88600000 	2.39791378 	2.69492832 	0.3 	12.4% 	(strategy <d150s1.5 M->) 	Sell Price 	-0.47 	-0.08 	-0.85 	-2.24 	2.47 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.24 	0.12 	0 	2.18 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:50 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.58100000 	43.85600000 	5.01381973 	5.56587772 	0.55 	11.0% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.48 	-0.09 	-0.81 	-2.26 	1.47 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.23 	0.12 	0 	2.18 	104.9 m 	945.7 m
ZIL 	2022-03-29 01:35:47 	2022-03-29 01:38:13 	1007.0 \ 1007.0 	0.09929000 	0.09972000 	5.00125120 	5.35410000 	0.35 	7.1% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.48 	-0.09 	-0.86 	-2.3 	0.27 	0.47 	0.43 	6.01 	22.27 	13.59 	7 	1.98 	1.91 	1.2 	0.14 	0 	0.72 	76.0 m 	1736.0 m
WAVES 	2022-03-29 01:35:41 	2022-03-29 01:36:35 	1.1 \ 1.1 	43.65100000 	43.95700000 	2.40176532 	2.69981782 	0.3 	12.4% 	(strategy <d180s1.5 M->) 	Sell Price 	-0.48 	-0.09 	-0.84 	-2.28 	1.25 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	7.01 	6.72 	1.23 	0.12 	0 	2.45 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:41 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.66500000 	44.05800000 	5.02348359 	5.84667846 	0.82 	16.4% 	(strategy <d180s2 M->) 	Sell Price 	-0.49 	-0.1 	-0.84 	-2.28 	0.85 	0.47 	7.43 	0.24 	36.05 	13.51 	7.69 	6.78 	6.72 	1.23 	0.14 	0 	2.45 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:07 	2022-03-29 01:35:12 	1.1 \ 1.1 	43.58100000 	43.88600000 	2.39791378 	2.69492832 	0.3 	12.4% 	(strategy <d180s1.5 M->) 	Sell Price 	-0.41 	-0.01 	-0.77 	-2.19 	0.77 	0.47 	7.83 	0.15 	36.05 	13.51 	7.97 	7.32 	6.72 	2.85 	0.1 	0 	5.45 	104.9 m 	945.7 m
WAVES 	2022-03-29 01:35:05 	2022-03-29 01:35:12 	2.3 \ 2.3 	43.59100000 	43.86600000 	5.01497019 	5.56700978 	0.55 	11.0% 	(strategy <d180s1.2 M->) 	Sell Price 	-0.41 	-0.02 	-0.76 	-2.18 	0.65 	0.47 	7.83 	0.15 	36.05 	13.51 	7.97 	7.32 	6.72 	3.3 	0.1 	0 	6.48 	104.9 m 	945.7 m
ZIL 	2022-03-29 01:34:53 	2022-03-29 01:39:53 	1002.0 \ 1002.0 	0.09982000 	0.10005000 	5.00298239 	5.15333453 	0.15 	3.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.43 	-0.02 	-0.99 	-2.4 	1.25 	0.47 	0.69 	5.76 	22.27 	13.59 	7 	1.96 	1.57 	0.85 	0.1 	0 	0.51 	76.0 m 	1736.0 m
WAVES 	2022-03-29 01:34:52 	2022-03-29 01:36:35 	2.3 \ 2.3 	43.67800000 	43.98300000 	5.02497919 	5.64583110 	0.62 	12.4% 	(strategy <d150s2 M->) 	Auto Price Down 	-0.37 	0.02 	-0.67 	-2.13 	1.45 	0.47 	7.83 	0.15 	36.05 	13.51 	7.99 	7.32 	6.72 	5.88 	0.09 	0 	6.45 	104.9 m 	945.7 m
ZIL 	2022-03-29 01:32:40 	2022-03-29 01:47:08 	998.0 \ 998.0 	0.10016000 	0.09933000 	4.99998319 	4.09200682 	-0.91 	-18.2% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.09933 BidEMA: 0.09933 LastPrice = 0.09934 BuyPrice = 0.1002 (strategy <d150s1 M->); StopLoss fixed: 0.09936 AllowedDrop: BUY -14.0% sp 	-0.46 	-0.05 	-1.1 	-2.53 	0.39 	0.47 	0.78 	5.67 	22.27 	13.59 	7 	1.96 	1.2 	0.54 	0.12 	0 	0.55 	76.0 m 	1736.0 m
PEOPLE 	2022-03-29 01:31:30 	2022-03-29 01:33:43 	616.0 \ 616.0 	0.08123000 	0.08166000 	2.50288475 	2.72762867 	0.22 	9.0% 	(strategy <d150s1.5 M->) 	Auto Price Down 	-0.53 	-0.1 	-1.27 	-2.57 	0.53 	0.47 	0.2 	3.6 	14.09 	8.3 	4 	1.81 	1.63 	1.08 	0.13 	0 	1.54 	9.9 m 	270.0 m
SKL 	2022-03-29 01:31:19 	2022-03-29 01:35:18 	281.0 \ 281.0 	0.17811000 	0.17592000 	2.50344648 	1.84826352 	-0.66 	-26.2% 	(strategy <d180s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.1759 BidEMA: 0.1759 LastPrice = 0.1760 BuyPrice = 0.1781 (strategy <d180s1.5 M->); StopLoss fixed: 0.1760 AllowedDrop: BUY -15.0% spre 	-0.5 	-0.08 	-1.22 	-2.49 	0.93 	0.47 	0.76 	1.59 	15.99 	7.41 	2.39 	1.98 	2.13 	0.98 	0.13 	0 	2.36 	4.2 m 	62.5 m
IMX 	2022-03-29 01:31:03 	2022-03-29 01:32:15 	40.0 \ 40.0 	2.51620000 	2.52950000 	5.03441296 	5.48568179 	0.45 	9.0% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.43 	-0.01 	-1.08 	-2.38 	1.11 	0.47 	0.22 	5.56 	18.89 	8.59 	6.38 	1.85 	1.4 	0.4 	0.06 	0 	0.15 	8.8 m 	207.0 m
PEOPLE 	2022-03-29 01:30:58 	2022-03-29 01:33:58 	1228.0 \ 1228.0 	0.08142000 	0.08177000 	5.00118767 	5.35082878 	0.35 	7.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.4 	0.03 	-1.05 	-2.37 	0.6 	0.47 	0.32 	3.49 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.3 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:30:58 	2022-03-29 01:33:52 	1228.0 \ 1228.0 	0.08142000 	0.08172000 	5.00118767 	5.28945334 	0.29 	5.8% 	(strategy <d120s1.2 M->) 	Auto Price Down 	-0.5 	0.02 	-1.09 	-2.37 	0.39 	0.47 	0.17 	3.64 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.3 	9.9 m 	270.0 m
PEOPLE 	2022-03-29 01:30:58 	2022-03-29 01:33:52 	1228.0 \ 1228.0 	0.08142000 	0.08172000 	5.00118767 	5.28945334 	0.29 	5.8% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.4 	0.02 	-1.09 	-2.37 	0.47 	0.47 	0.32 	3.49 	14.09 	8.3 	4 	1.81 	1.6 	1.07 	0.06 	0 	1.31 	9.9 m 	270.0 m
